OPPORTUNITIES BY SALES STAGE



Results

Opportunity Name,Opportunity Amount,Sales Stage,Probability (%),Expected Close Date,assigned user id => Users User Name
"Fortis Hospitals Limited-Rajajinagar","Rs1,350,000.00","Closed Won","100.00","25-04-2013","Ramesh"
"Nephrolifecare India Pvt LTd","Rs275,000.00","Closed Won","100.00","21-02-2012","Ramesh"
"ARDEX SELF LEVELLING -Infosys","Rs510,000.00","Closed Won","100.00","28-05-2013","Ramesh"
"Trelle Borg Sealing Solutions India","Rs200,000.00","Closed Won","100.00","06-06-2012","Ramesh"
"Fortis Hospital-Kaniska","Rs270,000.00","Closed Won","100.00","05-11-2013","Ramesh"
"Project-Ameriprice LWF","Rs37,500.00","Closed Won","100.00","19-08-2013","Ramesh"
"NDS SEZ","Rs2,200,000.00","Closed Won","100.00","12-07-2012","Ramesh"
"Mccaffee-LWF & Transition profile","Rs40,000.00","Closed Won","100.00","04-06-2013","Ramesh"
"Trancform","Rs200,000.00","Closed Won","100.00","28-05-2012","Ramesh"
"Pratik Art Interiors Pvt Ltd","Rs45,000.00","Closed Won","100.00","29-11-2012","Ramesh"
"Oracle Hyderabad","Rs550,000.00","Closed Won","100.00","10-04-2013","Ramesh"
"Densol","Rs20,000.00","Closed Won","100.00","18-01-2012","Ramesh"
"Fortis Sheshadripuram","Rs90,000.00","Closed Won","100.00","25-09-2012","Ramesh"
"Sethu & Associates","Rs50,000.00","Closed Won","100.00","29-11-2012","Ramesh"
"Crown Plaza Today","Rs700,000.00","Closed Won","100.00","31-10-2012","Ravi"
"brushed oak chandigharh","Rs10,400.00","Closed Won","100.00","04-02-2013","Ravi"
"Apollo","Rs55,000.00","Closed Won","100.00","30-04-2012","Ravi"
"Hotel Manvilash","Rs110,000.00","Closed Won","100.00","08-02-2012","Ravi"
"Bhawar Interiors","Rs400,000.00","Closed Won","100.00","07-09-2012","Ravi"
"Splendid Vadodara","Rs850,000.00","Closed Won","100.00","01-12-2012","Ravi"
"Walnut solid wood","Rs750,000.00","Closed Won","100.00","06-08-2012","Ravi"
"casual oak brushed","Rs25,000.00","Closed Won","100.00","11-01-2013","Ravi"
"Laxmi Designo Decor","Rs222,000.00","Closed Won","100.00","20-06-2012","Ravi"
"Sheetal Madan","Rs250,000.00","Closed Won","100.00","29-02-2012","Ravi"
"Fortis-Gurgaon","Rs51,740.00","Closed Won","100.00","21-06-2012","Ravi"
"Magnolia 614 B","Rs327,000.00","Closed Won","100.00","06-03-2013","Ravi"
"Totipotent","Rs50,000.00","Closed Won","100.00","17-10-2012","Ravi"
"ICHRL","Rs150,000.00","Closed Won","100.00","29-02-2012","Ravi"
"Bimal Arya","Rs966,000.00","Closed Won","100.00","06-05-2012","Ravi"
"Hy tech control","Rs45,000.00","Closed Won","100.00","21-03-2012","Ravi"
"Norisys Delhi","Rs20,796.00","Closed Won","100.00","25-02-2013","Ravi"
"Norisys technology","Rs77,000.00","Closed Won","100.00","09-10-2012","Ravi"
"Fortis Gurgaon","Rs800,000.00","Closed Won","100.00","21-06-2012","Ravi"
"TDI","Rs400,000.00","Closed Won","100.00","30-04-2012","Ravi"
"brushed oak hyd","Rs300,000.00","Closed Won","100.00","05-02-2013","Ravi"
"BSF","Rs200,000.00","Closed Won","100.00","23-05-2012","Ravi"
"Smoke house","Rs600,000.00","Closed Won","100.00","09-12-2012","Ravi"
"Rishi Deshmukh","Rs176,000.00","Closed Won","100.00","09-12-2012","Ravi"
"NIIT Nagpur","Rs200,000.00","Closed Won","100.00","26-10-2012","Ravi"
"Linoleum","Rs67,000.00","Closed Won","100.00","08-09-2012","Ravi"
"Olive colonial cherry","Rs45,000.00","Closed Won","100.00","26-02-2013","Ravi"
"Norisys hyderabad order.","Rs9,500.00","Closed Won","100.00","03-01-2013","Ravi"
"Royal- Bamboo","Rs50,000.00","Closed Won","100.00","12-10-2012","Ravi"
"BPTP ID Premier","Rs45,000.00","Closed Won","100.00","06-10-2012","Ravi"
"FORTIS GURGAON","Rs100,000.00","Closed Won","100.00","24-03-2012","Ravi"
"Norisys Ahmedabad","Rs25,000.00","Closed Won","100.00","23-01-2013","Ravi"
"Sobha Jolly","Rs50,000.00","Closed Won","100.00","15-02-2012","Ravi"
"Green up outdoor","Rs46,500.00","Closed Won","100.00","10-11-2012","Ravi"
"Sarita Handa Export","Rs60,000.00","Closed Won","100.00","13-02-2013","Ravi"
"Oak Cognac brushed 1614B","Rs126,461.48","Closed Won","100.00","28-03-2013","Ravi"
"norisys delhi order","Rs42,000.00","Closed Won","100.00","11-01-2013","Ravi"
"Apollo-walnut","Rs128,000.00","Closed Won","100.00","21-06-2012","Ravi"
"Fortis-Gurgaon","Rs500,000.00","Closed Won","100.00","31-05-2012","Ravi"
"green up-outdoor","Rs60,000.00","Closed Won","100.00","16-08-2012","Ravi"
"Ruby& Granit multisafe","Rs524,000.00","Closed Won","100.00","20-03-2014","Ravikanth"
"welding rod","Rs3,720.00","Closed Won","100.00","26-09-2013","Ravikanth"
"Optima 862","Rs1,782,638.85","Closed Won","100.00","29-01-2014","Ravikanth"
"Primo Premium 651","Rs60,000.00","Closed Won","100.00","15-01-2014","Ravikanth"
"optima","Rs111,963.00","Closed Won","100.00","21-01-2014","Ravikanth"
"Standerd plus","Rs153,000.00","Closed Won","100.00","29-04-2014","Ravikanth"
"Optima 862","Rs82,000.00","Closed Won","100.00","19-12-2013","Ravikanth"
"Tapiflex Excellence 65","Rs24,000.00","Closed Won","100.00","31-05-2014","Ravikanth"
"Coing Black","Rs9,000.00","Closed Won","100.00","30-01-2014","Ravikanth"
"Optima 862","Rs109,800.00","Closed Won","100.00","02-09-2013","Ravikanth"
"Eclipse SD","Rs155,000.00","Closed Won","100.00","22-11-2013","Ravikanth"
"Vinyl Flooring","Rs62,500.00","Closed Won","100.00","01-10-2013","Ravikanth"
"Primo Premium 651","Rs16,000.00","Closed Won","100.00","15-02-2014","Ravikanth"
"Atik Lukaria","Rs120,000.00","Closed Won","100.00","21-08-2013","Relston"
"Diamond project","Rs280,000.00","Closed Won","100.00","21-08-2013","Relston"
"Wine lounge","Rs165,000.00","Closed Won","100.00","10-02-2012","Relston"
"LWF - Home","Rs12,900.00","Closed Won","100.00","31-12-2011","Relston"
"QUOTATION 2","Rs10,000.00","Closed Won","100.00","27-02-2012","Relston"
"UM Khone","Rs77,761.00","Closed Won","100.00","23-12-2011","Relston"
"Goldmine Project Consultant","Rs60,000.00","Closed Won","100.00","14-02-2012","Relston"
"Mr.Babu.","Rs60,000.00","Closed Won","100.00","03-10-2013","Renoob"
"Dr.Padmarag","Rs300,000.00","Closed Won","100.00","17-04-2013","Renoob"
"REGIONAL CANCER CENTRE","Rs4,500,000.00","Closed Won","100.00","08-03-2014","Renoob"
"CosmoPolitan Hospital","Rs200,000.00","Closed Won","100.00","16-12-2013","Renoob"
"Cosmo-O.T floor & Wall","Rs1,000,000.00","Closed Won","100.00","07-11-2013","Renoob"
"Sunilkumar.V.S","Rs23,000.00","Closed Won","100.00","21-01-2014","Renoob"
"Chaithany Hospital","Rs300,000.00","Closed Won","100.00","02-09-2013","Renoob"
"Antony Thomas","Rs100,000.00","Closed Won","100.00","25-11-2013","Renoob"
"AshokAssociates","Rs106,483.00","Closed Won","100.00","22-05-2014","Renoob"
"Ashok.A","Rs0.00","Closed Won","100.00","23-05-2014","Renoob"
"Tanuja Chandra","Rs50,000.00","Closed Won","100.00","01-07-2014","Rizwan"
"Valia Retail Pvt Ltd","Rs50,000.00","Closed Won","100.00","05-06-2014","Rizwan"
"ALOK SHAH","Rs100,000.00","Closed Won","100.00","22-02-2014","Rizwan"
"HARDIK SHAH","Rs400,000.00","Closed Won","100.00","24-01-2014","Rizwan"
"ANZ BANK","Rs50,000.00","Closed Won","100.00","13-02-2014","Rizwan"
"ruby-yellow","Rs30,000.00","Closed Won","100.00","20-06-2014","Rizwan"
"swastik interiors","Rs950,000.00","Closed Won","100.00","26-11-2013","Rizwan"
"mithali chirawala","Rs1,000.00","Closed Won","100.00","24-10-2013","Rizwan"
"Priya Vakil","Rs60,000.00","Closed Won","100.00","20-06-2014","Rizwan"
"SAMIR PARIKH","Rs80,000.00","Closed Won","100.00","21-12-2013","Rizwan"
"chhatishgarh projects","Rs70,000.00","Closed Won","100.00","17-09-2013","Rizwan"
"Green woods","Rs400,000.00","Closed Won","100.00","06-02-2014","Rizwan"
"OFFICE","Rs200,000.00","Closed Won","100.00","17-12-2013","Rizwan"
"OWF-SPF","Rs35,000.00","Closed Won","100.00","12-10-2013","Rizwan"
"being human","Rs500,000.00","Closed Won","100.00","12-10-2013","Rizwan"
"Positive Ventures","Rs60,000.00","Closed Won","100.00","05-06-2014","Rizwan"
"Kohinoor Planet Constructions Pvt Ltd","Rs102,000.00","Closed Won","100.00","04-06-2014","Rizwan"
"ahmedabad","Rs70,000.00","Closed Won","100.00","21-12-2013","Rizwan"
"Vishal Dadlani","Rs80,000.00","Closed Won","100.00","25-12-2013","Rizwan"
"Madhav Singh","Rs0.00","Closed Won","100.00","21-08-2013","Rizwan"
"Green Woods Palaces And Resorts Pvt Ltd","Rs35,960,014.00","Closed Won","100.00","02-05-2014","Rizwan"
"Aanuu","Rs10,000.00","Closed Won","100.00","17-12-2013","Rizwan"
"Jehan ManekShaw","Rs300,000.00","Closed Won","100.00","01-07-2014","Rizwan"
"KA HOSPITALITY","Rs110,000.00","Closed Won","100.00","21-02-2014","Rizwan"
"SHOBHA TAINWALA","Rs7,500.00","Closed Won","100.00","05-03-2014","Rizwan"
"Ashok Jiwrajka","Rs35,000.00","Closed Won","100.00","13-02-2014","Rizwan"
"Pinakin","Rs200,000.00","Closed Won","100.00","21-12-2013","Rizwan"
"optimed","Rs50,000.00","Closed Won","100.00","21-12-2013","Rizwan"
"mahesh Jhawar","Rs15,000.00","Closed Won","100.00","17-12-2013","Rizwan"
"ewf coffee oak brushed","Rs110,000.00","Closed Won","100.00","05-06-2014","Rizwan"
"varun daga","Rs200,000.00","Closed Won","100.00","17-12-2013","Rizwan"
"THE IMPERIAL TOWER","Rs750,000.00","Closed Won","100.00","06-02-2014","Rizwan"
"HITESH ROHRA","Rs125,000.00","Closed Won","100.00","15-03-2014","Rizwan"
"N.M MEDICAL CENTRE","Rs43,000.00","Closed Won","100.00","31-01-2014","Rizwan"
"RADHIKA JAIN","Rs100,000.00","Closed Won","100.00","21-08-2013","Rizwan"
"ZUZAR ANGUTIWALA","Rs250,000.00","Closed Won","100.00","02-07-2014","Rizwan"
"ASTITV PROJECTS","Rs150,000.00","Closed Won","100.00","30-05-2014","Rizwan"
"EW-EPQ OAK GREY CON 162-1","Rs95,437.44","Closed Won","75.00","21-08-2013","Rizwan"
"ADITI GOWANI","Rs275,000.00","Closed Won","100.00","06-02-2014","Rizwan"
"SWF MERBAU","Rs127,000.00","Closed Won","100.00","30-12-2013","Rizwan"
"Samit Mehta","Rs35,000.00","Closed Won","100.00","19-07-2013","Rizwan"
"FUTURE FASHION","Rs70,000.00","Closed Won","100.00","05-04-2014","Rizwan"
"YASH RAJ STUDIOS","Rs65,000.00","Closed Won","100.00","05-06-2014","Rizwan"
"Corporation Collars","Rs130,000.00","Closed Won","100.00","29-08-2013","Rizwan"
"Victory Land Pvt Ltd","Rs150,000.00","Closed Won","100.00","10-04-2014","Rizwan"
"Maria Gomes","Rs20,000.00","Closed Won","100.00","01-07-2014","Rizwan"
"Rio shannon oak","Rs17,000.00","Closed Won","100.00","06-02-2014","Rizwan"
"AMOL PRABHU","Rs30,000.00","Closed Won","100.00","10-01-2014","Rizwan"
"MNK BUILDERS","Rs150,000.00","Closed Won","100.00","20-03-2014","Rizwan"
"EW-Marbau 3 Strips","Rs200,000.00","Closed Won","100.00","31-07-2014","Rizwan"
"NILIMA","Rs175,000.00","Closed Won","100.00","15-03-2014","Rizwan"
"LF-VINTAGE 832 LINEN WOOD","Rs65,000.00","Closed Won","100.00","30-06-2014","Rizwan"
"CCI","Rs125,000.00","Closed Won","100.00","07-10-2013","Rizwan"
"LWF-LF- mocha SHERWOOD OAK","Rs65,000.00","Closed Won","100.00","07-10-2013","Rizwan"
"coffe oak brushed","Rs450,000.00","Closed Won","100.00","31-10-2013","Rizwan"
"TRAVEL FOOD SERVICES KOLKATTA PVT LTD","Rs2,000,000.00","Closed Won","100.00","22-03-2014","Rizwan"
"PJ hinduja Gymkhana","Rs50,000.00","Closed Won","100.00","21-08-2013","Rizwan"
"LF-WALTZ COFFEE OAK","Rs50,000.00","Closed Won","100.00","05-06-2014","Rizwan"
"LF-BRAVO COLONIAL CHERRY","Rs0.00","Closed Won","100.00","21-08-2013","Rizwan"
"Amit Shah","Rs300,000.00","Closed Won","100.00","21-08-2013","Rizwan"
"Positive Packing","Rs20,000.00","Closed Won","100.00","01-07-2014","Rizwan"
"LWF MATCHING SKIRTING","Rs1,215.78","Closed Won","100.00","06-02-2014","Rizwan"
"vinayak interiors","Rs90,000.00","Closed Won","100.00","19-12-2012","Roopa"
"laminate flooring","Rs55,000.00","Closed Won","100.00","06-06-2012","Roopa"
"adarsh palm retreat","Rs465,000.00","Closed Won","100.00","06-02-2014","Roopa"
"zed earth","Rs2,000,000.00","Closed Won","100.00","06-12-2013","Roopa"
"kishore extra mtl","Rs200,000.00","Closed Won","100.00","14-05-2013","Roopa"
"DivyaSree Developers(p)Ltd","Rs400,000.00","Closed Won","100.00","26-07-2013","Roopa"
"ebay","Rs188,000.00","Closed Won","100.00","19-04-2013","Roopa"
"teekay interiors-Ply","Rs19,000.00","Closed Won","100.00","22-07-2014","Roopa"
"swf flooring","Rs250,000.00","Closed Won","100.00","22-06-2012","Roopa"
"ebay reception","Rs40,000.00","Closed Won","100.00","22-05-2013","Roopa"
"kiran Kalra","Rs121,000.00","Closed Won","100.00","04-06-2014","Roopa"
"coffee oak -infinite lwf","Rs100,000.00","Closed Won","100.00","30-06-2012","Roopa"
"The Chancery ewf","Rs350,000.00","Closed Won","100.00","11-01-2013","Roopa"
"GE Health care","Rs1,500,000.00","Closed Won","100.00","11-07-2013","Roopa"
"Appolo","Rs11,471.76","Closed Won","100.00","24-08-2013","Roopa"
"adarsh palm retreat","Rs2,450,000.00","Closed Won","100.00","13-09-2012","Roopa"
"nephrolife","Rs310,000.00","Closed Won","100.00","27-03-2013","Roopa"
"USt","Rs191,000.00","Closed Won","100.00","26-04-2013","Roopa"
"mistry architects wall cladding","Rs72,000.00","Closed Won","100.00","13-03-2014","Roopa"
"jv farm house","Rs10,000.00","Closed Won","100.00","16-02-2013","Roopa"
"ust global accessories","Rs27,000.00","Closed Won","100.00","30-05-2013","Roopa"
"Hemogenomics-Ply","Rs15,000.00","Closed Won","100.00","22-07-2014","Roopa"
"pay pal india","Rs400,000.00","Closed Won","100.00","06-09-2013","Roopa"
"kiran ranga 2","Rs175,000.00","Closed Won","100.00","30-06-2014","Roopa"
"wells fargo project","Rs1,200,000.00","Closed Won","100.00","26-08-2012","Roopa"
"Mohan - Sapele3 Strips","Rs230,000.00","Closed Won","100.00","22-07-2014","Roopa"
"nikhil swamy","Rs250,000.00","Closed Won","100.00","04-01-2013","Roopa"
"teekay interiors solutions pvtltd --teak","Rs166,000.00","Closed Won","100.00","09-04-2014","Roopa"
"wells fargo","Rs900,000.00","Closed Won","100.00","17-08-2012","Roopa"
"Prasad Tedimetti","Rs65,000.00","Closed Won","100.00","28-05-2013","Roopa"
"LEPL","Rs130,000.00","Closed Won","100.00","31-10-2012","Roopa"
"bs prakash constructions","Rs1,300,000.00","Closed Won","100.00","01-12-2012","Roopa"
"symmetrics office","Rs130,000.00","Closed Won","100.00","01-12-2012","Roopa"
"laminate flooring","Rs200,000.00","Closed Won","100.00","03-09-2012","Roopa"
"Sunil Rajan","Rs182,000.00","Closed Won","100.00","29-08-2013","Roopa"
"sobha city","Rs615,000.00","Closed Won","100.00","28-11-2013","Roopa"
"Mohan Reddy","Rs400,000.00","Closed Won","100.00","30-11-2013","Roopa"
"sports flooring","Rs200,000.00","Closed Won","100.00","13-07-2012","Roopa"
"walnut wooden flooring","Rs150,000.00","Closed Won","100.00","30-06-2012","Roopa"
"Kartik Kannan-Tobacco sherwood oak","Rs12,000.00","Closed Won","100.00","22-07-2014","Roopa"
"Mrs.Bharthi Govindraj","Rs250,000.00","Closed Won","100.00","19-12-2012","Roopa"
"havens-ewf teak","Rs385,000.00","Closed Won","100.00","28-01-2014","Roopa"
"Zed earth- Accessories","Rs63,000.00","Closed Won","100.00","16-01-2014","Roopa"
"gopal","Rs350,000.00","Closed Won","100.00","03-08-2012","Roopa"
"zed earth","Rs6,970,000.00","Closed Won","100.00","20-12-2013","Roopa"
"adarsh palm meadows","Rs298,530.00","Closed Won","100.00","28-05-2013","Roopa"
"Pournima Mohan","Rs2,000.00","Closed Won","100.00","04-06-2014","Roopa"
"renaissance--hemanth const","Rs89,000.00","Closed Won","100.00","30-06-2014","Roopa"
"shiva rao","Rs54,000.00","Closed Won","100.00","03-09-2012","Roopa"
"walnut prism","Rs150,000.00","Closed Won","100.00","30-06-2012","Roopa"
"Sanjeev","Rs45,000.00","Closed Won","100.00","18-08-2012","Roopa"
"Gold finger Est Pvt Ltd","Rs0.00","Closed Won","100.00","17-10-2012","Roopa"
"monica gulati","Rs125,000.00","Closed Won","100.00","03-09-2012","Roopa"
"kishore","Rs295,000.00","Closed Won","100.00","25-02-2013","Roopa"
"tassles","Rs48,200.00","Closed Won","100.00","02-04-2014","Roopa"
"IIM calicut","Rs1,000,000.00","Closed Won","100.00","10-10-2012","Roopa"
"renaissance","Rs1,184,000.00","Closed Won","100.00","19-04-2013","Roopa"
"symmetrics office","Rs50,000.00","Closed Won","100.00","06-12-2012","Roopa"
"BVL Group","Rs125,000.00","Closed Won","100.00","10-01-2013","Roopa"
"mohan","Rs230,000.00","Closed Won","100.00","22-07-2014","Roopa"
"August Park","Rs100,000.00","Closed Won","100.00","04-07-2012","Roopa"
"Ashok Genomal","Rs130,000.00","Closed Won","100.00","25-06-2013","Roopa"
"vikash1","Rs300,000.00","Closed Won","100.00","10-04-2013","Roopa"
"renaissance natures walk profiles","Rs20,000.00","Closed Won","100.00","30-06-2014","Roopa"
"teekay interiors solutions pvtltd --teak","Rs390,000.00","Closed Won","100.00","30-06-2014","Roopa"
"alliance leela it park","Rs95,000.00","Closed Won","100.00","06-12-2012","Roopa"
"Teekay Interiors-Ipe Long","Rs19,000.00","Closed Won","100.00","02-08-2014","Roopa"
"Kartik kannan Oak Chest Nut","Rs200,000.00","Closed Won","100.00","27-11-2013","Roopa"
"LEPL-New","Rs24,800.00","Closed Won","100.00","06-04-2013","Roopa"
"Satyanarayana ashwath","Rs100,000.00","Closed Won","100.00","11-07-2013","Roopa"
"emc2 extra order","Rs45,000.00","Closed Won","100.00","10-12-2012","Roopa"
"mahidharaprojects","Rs85,000.00","Closed Won","100.00","04-06-2014","Roopa"
"ir chennai","Rs86,000.00","Closed Won","100.00","25-02-2013","Roopa"
"sobha lifesthyle","Rs47,000.00","Closed Won","100.00","06-02-2013","Roopa"
"juniper networks 1","Rs75,000.00","Closed Won","100.00","17-01-2013","Roopa"
"juniper networks 2","Rs30,000.00","Closed Won","100.00","21-01-2013","Roopa"
"IIM calicut","Rs41,000.00","Closed Won","100.00","03-09-2012","Roopa"
"Renaissance New Order","Rs57,500.00","Closed Won","100.00","28-01-2014","Roopa"
"srushti management","Rs5,000.00","Closed Won","100.00","16-02-2013","Roopa"
"qvc realty self levelling","Rs30,000.00","Closed Won","100.00","09-06-2014","Roopa"
"ewf merbau emc2 cladding","Rs125,000.00","Closed Won","100.00","17-01-2013","Roopa"
"stencil engineering","Rs387,000.00","Closed Won","100.00","07-05-2013","Roopa"
"RMZ CORP","Rs25,000.00","Closed Won","100.00","17-07-2012","Roopa"
"teekay interiors solutions pvtltd --teak","Rs166,000.00","Closed Won","100.00","09-04-2014","Roopa"
"Bcil zed earth extra qty","Rs525,000.00","Closed Won","100.00","16-01-2014","Roopa"
"anand","Rs450,000.00","Closed Won","100.00","06-04-2013","Roopa"
"tejesh mistry old world walnut","Rs50,000.00","Closed Won","100.00","04-07-2013","Roopa"
"MBR GROUP","Rs200,000.00","Closed Won","100.00","09-12-2013","Roopa"
"kishore extra owf requirement","Rs36,000.00","Closed Won","100.00","29-07-2013","Roopa"
"nestates projects","Rs100,000.00","Closed Won","100.00","08-06-2012","Roopa"
"Mr.Vikash Kejriwal","Rs300,000.00","Closed Won","100.00","08-01-2013","Roopa"
"ebay profiles","Rs13,000.00","Closed Won","100.00","24-06-2013","Roopa"
"orange county","Rs250,000.00","Closed Won","100.00","25-02-2013","Roopa"
"raghu","Rs150,000.00","Closed Won","100.00","30-05-2013","Roopa"
"teekay interiors solutions pvtltd --teak","Rs9,000.00","Closed Won","100.00","30-06-2014","Roopa"
"Ashwath","Rs100,000.00","Closed Won","100.00","13-06-2013","Roopa"
"bcil red earth 1","Rs118,000.00","Closed Won","100.00","23-12-2013","Roopa"
"renaissance natures walk","Rs250,000.00","Closed Won","100.00","30-10-2013","Roopa"
"bcil-teak 3 strips","Rs41,000.00","Closed Won","100.00","04-03-2014","Roopa"
"teekay interiors solutions pvtltd --teak","Rs100,000.00","Closed Won","100.00","16-01-2014","Roopa"
"Gopala swamy","Rs60,000.00","Closed Won","100.00","09-04-2014","Roopa"
"seema Bagaria","Rs150,000.00","Closed Won","100.00","30-06-2014","Roopa"
"Vinayak-Smoked Oak","Rs14,000.00","Closed Won","100.00","30-06-2014","Roopa"
